ID,cookingTime,ingredientsCount,isSimple
181959.0,65.0,16.0,0.0
166130.0,65.0,13.0,0.0
311454.0,33.0,12.0,0.0
103435.0,5.0,5.0,1.0
209175.0,25.0,14.0,0.0
370394.0,50.0,12.0,0.0
248469.0,65.0,4.0,0.0
339478.0,65.0,10.0,0.0
74068.0,65.0,9.0,0.0
198908.0,65.0,12.0,0.0
71966.0,35.0,13.0,0.0
427534.0,22.0,7.0,0.0
266014.0,40.0,5.0,0.0
36400.0,65.0,8.0,0.0
59627.0,60.0,10.0,0.0
116392.0,65.0,14.0,0.0
441056.0,21.0,7.0,0.0
260023.0,65.0,11.0,0.0
179706.0,65.0,8.0,0.0
170226.0,60.0,19.0,0.0
195432.0,25.0,9.0,0.0
308209.0,45.0,11.0,0.0
180438.0,30.0,15.0,0.0
53823.0,65.0,19.0,0.0
3116.0,65.0,24.0,0.0
419771.0,39.0,11.0,0.0
25776.0,65.0,10.0,0.0
320274.0,50.0,8.0,0.0
317184.0,30.0,7.0,0.0
232123.0,65.0,10.0,0.0
229261.0,60.0,14.0,0.0
113400.0,20.0,12.0,0.0
20959.0,65.0,11.0,0.0
57622.0,65.0,8.0,0.0
108713.0,30.0,15.0,0.0
298243.0,10.0,6.0,0.0
383349.0,40.0,11.0,0.0
82863.0,45.0,10.0,0.0
235939.0,65.0,9.0,0.0
355615.0,5.0,5.0,1.0
24517.0,65.0,12.0,0.0
223878.0,65.0,6.0,0.0
25231.0,20.0,8.0,0.0
87443.0,65.0,7.0,0.0
239126.0,25.0,5.0,0.0
353148.0,32.0,10.0,0.0
215108.0,20.0,6.0,0.0
384474.0,10.0,8.0,0.0
365879.0,25.0,8.0,0.0
487806.0,65.0,21.0,0.0
221642.0,23.0,3.0,0.0
58995.0,10.0,5.0,1.0
3201.0,65.0,10.0,0.0
108889.0,50.0,11.0,0.0
46974.0,18.0,5.0,1.0
154814.0,30.0,12.0,0.0
108157.0,25.0,13.0,0.0
367434.0,40.0,8.0,0.0
69049.0,50.0,11.0,0.0
501151.0,10.0,11.0,0.0
150016.0,65.0,9.0,0.0
148648.0,65.0,11.0,0.0
271121.0,60.0,12.0,0.0
21199.0,30.0,8.0,0.0
133975.0,65.0,6.0,0.0
146546.0,13.0,3.0,1.0
55041.0,15.0,7.0,0.0
45603.0,5.0,6.0,0.0
31890.0,57.0,10.0,0.0
311429.0,50.0,4.0,0.0
307722.0,45.0,6.0,0.0
257317.0,30.0,9.0,0.0
365227.0,20.0,12.0,0.0
281384.0,20.0,3.0,1.0
138510.0,65.0,5.0,0.0
394156.0,65.0,11.0,0.0
421345.0,10.0,6.0,0.0
368155.0,45.0,11.0,0.0
253113.0,40.0,7.0,0.0
244054.0,20.0,8.0,0.0
369649.0,30.0,6.0,0.0
367782.0,15.0,11.0,0.0
313208.0,65.0,18.0,0.0
322225.0,65.0,14.0,0.0
215631.0,65.0,8.0,0.0
515142.0,21.0,5.0,0.0
60914.0,25.0,8.0,0.0
59467.0,65.0,11.0,0.0
296953.0,40.0,16.0,0.0
122464.0,40.0,14.0,0.0
97873.0,65.0,9.0,0.0
468972.0,45.0,11.0,0.0
69320.0,10.0,10.0,0.0
227111.0,10.0,5.0,1.0
137167.0,5.0,3.0,1.0
503664.0,65.0,10.0,0.0
289753.0,35.0,6.0,0.0
456475.0,15.0,6.0,0.0
264945.0,3.0,3.0,1.0
156354.0,30.0,4.0,0.0
482670.0,63.0,12.0,0.0
14807.0,19.0,7.0,0.0
203648.0,30.0,18.0,0.0
11070.0,30.0,6.0,0.0
26220.0,25.0,5.0,0.0
298230.0,37.0,4.0,0.0
58921.0,65.0,10.0,0.0
330073.0,55.0,9.0,0.0
92712.0,65.0,12.0,0.0
108469.0,10.0,4.0,1.0
94265.0,40.0,6.0,0.0
129224.0,25.0,9.0,0.0
245817.0,65.0,7.0,0.0
182353.0,65.0,11.0,0.0
497326.0,45.0,4.0,0.0
319486.0,30.0,6.0,0.0
425157.0,25.0,19.0,0.0
69111.0,55.0,7.0,0.0
358814.0,10.0,3.0,1.0
200479.0,35.0,10.0,0.0
433600.0,25.0,7.0,0.0
513395.0,60.0,10.0,0.0
163752.0,60.0,8.0,0.0
421802.0,10.0,9.0,0.0
45241.0,55.0,7.0,0.0
265812.0,50.0,8.0,0.0
459313.0,9.0,6.0,0.0
505248.0,65.0,13.0,0.0
443151.0,65.0,15.0,0.0
213528.0,5.0,7.0,0.0
112817.0,65.0,5.0,0.0
175868.0,35.0,10.0,0.0
279479.0,15.0,8.0,0.0
133318.0,27.0,6.0,0.0
8419.0,10.0,8.0,0.0
416029.0,30.0,18.0,0.0
402548.0,45.0,17.0,0.0
415591.0,45.0,13.0,0.0
48167.0,55.0,11.0,0.0
103694.0,15.0,7.0,0.0
240208.0,10.0,3.0,1.0
147800.0,45.0,10.0,0.0
372038.0,65.0,10.0,0.0
340198.0,65.0,9.0,0.0
94642.0,35.0,17.0,0.0
248543.0,45.0,12.0,0.0
158682.0,10.0,7.0,0.0
410592.0,14.0,9.0,0.0
248687.0,5.0,6.0,0.0
496883.0,35.0,17.0,0.0
460800.0,65.0,9.0,0.0
390718.0,20.0,7.0,0.0
423795.0,65.0,8.0,0.0
436396.0,40.0,7.0,0.0
33975.0,6.0,5.0,1.0
189621.0,3.0,2.0,1.0
174874.0,25.0,5.0,0.0
392906.0,25.0,4.0,0.0
129926.0,45.0,10.0,0.0
226675.0,40.0,20.0,0.0
150366.0,65.0,16.0,0.0
93249.0,13.0,3.0,1.0
241080.0,30.0,11.0,0.0
57527.0,35.0,6.0,0.0
99491.0,15.0,4.0,1.0
74717.0,20.0,6.0,0.0
320157.0,20.0,6.0,0.0
68552.0,21.0,15.0,0.0
188466.0,10.0,5.0,1.0
42561.0,25.0,6.0,0.0
270401.0,65.0,10.0,0.0
213900.0,30.0,17.0,0.0
471731.0,50.0,18.0,0.0
196119.0,10.0,11.0,0.0
48464.0,40.0,12.0,0.0
157702.0,35.0,4.0,0.0
11689.0,50.0,10.0,0.0
468664.0,60.0,12.0,0.0
470093.0,65.0,13.0,0.0
412284.0,35.0,6.0,0.0
15937.0,60.0,17.0,0.0
78729.0,45.0,10.0,0.0
217823.0,35.0,10.0,0.0
207308.0,30.0,10.0,0.0
93205.0,10.0,11.0,0.0
146539.0,65.0,6.0,0.0
400516.0,9.0,6.0,0.0
371238.0,65.0,13.0,0.0
465102.0,35.0,5.0,0.0
83848.0,50.0,10.0,0.0
388247.0,30.0,10.0,0.0
271683.0,65.0,15.0,0.0
306673.0,46.0,8.0,0.0
369438.0,65.0,7.0,0.0
7309.0,33.0,9.0,0.0
221946.0,50.0,21.0,0.0
168220.0,32.0,4.0,0.0
23423.0,65.0,7.0,0.0
241956.0,50.0,8.0,0.0
212363.0,30.0,8.0,0.0
359919.0,10.0,8.0,0.0
11083.0,57.0,12.0,0.0
345733.0,65.0,14.0,0.0
377943.0,40.0,12.0,0.0
129906.0,27.0,9.0,0.0
142226.0,65.0,19.0,0.0
301632.0,35.0,4.0,0.0
278855.0,50.0,8.0,0.0
257111.0,65.0,8.0,0.0
271954.0,65.0,12.0,0.0
28292.0,25.0,7.0,0.0
134270.0,60.0,9.0,0.0
134305.0,50.0,12.0,0.0
374144.0,25.0,7.0,0.0
431192.0,40.0,16.0,0.0
11179.0,50.0,6.0,0.0
238513.0,12.0,8.0,0.0
133433.0,65.0,9.0,0.0
69640.0,10.0,2.0,1.0
254951.0,2.0,2.0,1.0
90676.0,45.0,8.0,0.0
471666.0,20.0,4.0,1.0
135161.0,25.0,7.0,0.0
22437.0,15.0,6.0,0.0
144231.0,65.0,9.0,0.0
39338.0,15.0,10.0,0.0
283069.0,35.0,11.0,0.0
104467.0,30.0,10.0,0.0
306883.0,12.0,8.0,0.0
158524.0,65.0,12.0,0.0
247887.0,12.0,9.0,0.0
429022.0,65.0,9.0,0.0
353825.0,60.0,7.0,0.0
51472.0,15.0,9.0,0.0
493351.0,20.0,3.0,1.0
88674.0,65.0,13.0,0.0
216689.0,45.0,13.0,0.0
335180.0,5.0,2.0,1.0
92516.0,25.0,10.0,0.0
130325.0,10.0,11.0,0.0
296094.0,29.0,10.0,0.0
302050.0,20.0,4.0,1.0
62549.0,30.0,6.0,0.0
99814.0,25.0,13.0,0.0
73265.0,13.0,6.0,0.0
50005.0,5.0,8.0,0.0
108197.0,5.0,5.0,1.0
87641.0,30.0,9.0,0.0
271906.0,20.0,4.0,1.0
304238.0,20.0,9.0,0.0
10749.0,6.0,6.0,0.0
356428.0,65.0,15.0,0.0
208006.0,65.0,7.0,0.0
59903.0,55.0,11.0,0.0
13749.0,10.0,11.0,0.0
124398.0,30.0,11.0,0.0
62887.0,30.0,10.0,0.0
278595.0,5.0,5.0,1.0
399494.0,45.0,11.0,0.0
227295.0,65.0,12.0,0.0
67076.0,65.0,7.0,0.0
22760.0,65.0,9.0,0.0
347371.0,35.0,6.0,0.0
352343.0,40.0,5.0,0.0
51834.0,35.0,9.0,0.0
505132.0,50.0,5.0,0.0
293465.0,35.0,6.0,0.0
131091.0,30.0,6.0,0.0
209960.0,45.0,7.0,0.0
316766.0,15.0,10.0,0.0
237062.0,55.0,17.0,0.0
99949.0,60.0,3.0,0.0
407164.0,15.0,9.0,0.0
62354.0,55.0,8.0,0.0
62101.0,36.0,14.0,0.0
2828.0,1.0,8.0,0.0
57247.0,60.0,5.0,0.0
172800.0,15.0,13.0,0.0
120778.0,65.0,11.0,0.0
33443.0,60.0,5.0,0.0
285688.0,65.0,17.0,0.0
143520.0,20.0,10.0,0.0
260609.0,50.0,5.0,0.0
24579.0,32.0,5.0,0.0
178128.0,1.0,4.0,1.0
295385.0,60.0,14.0,0.0
54223.0,65.0,19.0,0.0
164212.0,20.0,5.0,1.0
332489.0,27.0,8.0,0.0
34765.0,1.0,4.0,1.0
137916.0,1.0,3.0,1.0
50150.0,35.0,3.0,0.0
362395.0,33.0,11.0,0.0
387288.0,65.0,19.0,0.0
109575.0,65.0,12.0,0.0
436291.0,40.0,13.0,0.0
237268.0,20.0,7.0,0.0
38685.0,65.0,10.0,0.0
403510.0,45.0,10.0,0.0
57102.0,60.0,6.0,0.0
177386.0,3.0,6.0,0.0
124171.0,28.0,13.0,0.0
402065.0,20.0,14.0,0.0
152866.0,30.0,11.0,0.0
8008.0,1.0,11.0,0.0
30180.0,30.0,9.0,0.0
254779.0,40.0,9.0,0.0
233481.0,30.0,9.0,0.0
287868.0,65.0,14.0,0.0
11737.0,65.0,35.0,0.0
418840.0,65.0,17.0,0.0
176690.0,20.0,9.0,0.0
4675.0,1.0,9.0,0.0
26926.0,45.0,5.0,0.0
530231.0,65.0,5.0,0.0
134594.0,45.0,10.0,0.0
198286.0,30.0,10.0,0.0
133201.0,21.0,10.0,0.0
41966.0,35.0,6.0,0.0
26718.0,55.0,13.0,0.0
183599.0,35.0,9.0,0.0
441260.0,25.0,8.0,0.0
18487.0,65.0,8.0,0.0
460354.0,65.0,14.0,0.0
330831.0,55.0,8.0,0.0
358195.0,25.0,8.0,0.0
509970.0,65.0,14.0,0.0
45915.0,5.0,6.0,0.0
126527.0,65.0,11.0,0.0
445190.0,15.0,7.0,0.0
60968.0,65.0,11.0,0.0
109283.0,20.0,9.0,0.0
91891.0,35.0,14.0,0.0
111556.0,50.0,9.0,0.0
260210.0,45.0,10.0,0.0
282644.0,65.0,11.0,0.0
263253.0,25.0,6.0,0.0
180817.0,65.0,8.0,0.0
306749.0,63.0,18.0,0.0
328705.0,15.0,8.0,0.0
9803.0,65.0,14.0,0.0
248162.0,30.0,12.0,0.0
367054.0,65.0,15.0,0.0
98266.0,28.0,15.0,0.0
175258.0,50.0,8.0,0.0
164597.0,20.0,11.0,0.0
109697.0,65.0,7.0,0.0
111174.0,15.0,7.0,0.0
40970.0,65.0,11.0,0.0
266865.0,60.0,20.0,0.0
276106.0,60.0,9.0,0.0
230188.0,5.0,4.0,1.0
443812.0,40.0,10.0,0.0
185200.0,65.0,7.0,0.0
211827.0,10.0,5.0,1.0
340039.0,65.0,7.0,0.0
384321.0,35.0,8.0,0.0
188432.0,60.0,11.0,0.0
446468.0,65.0,9.0,0.0
332688.0,55.0,7.0,0.0
117528.0,65.0,10.0,0.0
168090.0,20.0,10.0,0.0
270045.0,65.0,11.0,0.0
311630.0,35.0,15.0,0.0
177399.0,32.0,9.0,0.0
459830.0,15.0,8.0,0.0
135373.0,20.0,8.0,0.0
353979.0,20.0,9.0,0.0
161278.0,65.0,16.0,0.0
92113.0,30.0,16.0,0.0
293142.0,55.0,7.0,0.0
115469.0,35.0,10.0,0.0
314445.0,40.0,6.0,0.0
38944.0,65.0,6.0,0.0
76296.0,10.0,18.0,0.0
386356.0,45.0,8.0,0.0
411254.0,45.0,6.0,0.0
6673.0,1.0,10.0,0.0
222447.0,15.0,10.0,0.0
173494.0,13.0,5.0,1.0
431768.0,40.0,8.0,0.0
71537.0,65.0,13.0,0.0
124123.0,10.0,8.0,0.0
429065.0,11.0,6.0,0.0
174187.0,30.0,5.0,0.0
144078.0,65.0,11.0,0.0
155329.0,15.0,4.0,1.0
487020.0,45.0,9.0,0.0
81133.0,65.0,10.0,0.0
280993.0,65.0,6.0,0.0
73637.0,65.0,5.0,0.0
20782.0,14.0,4.0,1.0
443573.0,65.0,10.0,0.0
280534.0,65.0,12.0,0.0
182009.0,60.0,13.0,0.0
133170.0,11.0,6.0,0.0
33433.0,40.0,9.0,0.0
391569.0,20.0,13.0,0.0
420892.0,35.0,10.0,0.0
288866.0,65.0,8.0,0.0
444946.0,25.0,14.0,0.0
481490.0,15.0,8.0,0.0
162445.0,65.0,23.0,0.0
